Time,machine,slice,direction,Source,Destination,Length
8854.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,71.92
8854.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,414.15
8884.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.49
8884.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,366.63
8914.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.22
8914.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,281.64
8914.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
8924.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.0
8924.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,574.84
8934.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,507.68
8954.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.47
8954.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,257.42
8954.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
8984.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.44
8984.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,454.41
8994.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,289.53
9004.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.98
9004.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,446.08
9004.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9034.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,695.01
9054.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.04
9054.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.89
9054.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,416.52
9054.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,308.14
9074.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,205.49
9084.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.38
9084.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.41
9084.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,465.62
9084.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,304.33
9094.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.52
9094.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,367.62
9124.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.51
9124.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,316.48
9124.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,327.94
9134.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,334.86
9144.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.86
9144.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,220.31
9149.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.7
9149.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,296.99
9151.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.31
9153.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.33
9155.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.43
9155.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,356.36
9155.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.39
9156.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.59
9156.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,237.33
9158.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.27
9158.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9159.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.95
9160.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,74.86
9161.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.16
9161.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.52
9162.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.27
9162.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.44
9162.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,614.73
9163.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.25
9163.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,60.63
9163.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.71
9163.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,1197.91
9165.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.78
9167.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.95
9167.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.31
9167.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,277.0
9168.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.98
9168.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.84
9168.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9169.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.24
9169.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.2
9170.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.21
9170.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.34
9170.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,256.8
9170.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.88
9171.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.96
9172.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.07
9173.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.38
9173.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,43.51
9174.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.31
9174.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.56
9175.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.53
9175.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9177.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.55
9178.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.55
9178.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.61
9179.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.76
9179.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.26
9179.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,284.62
9180.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.09
9181.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.76
9181.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,435.07
9183.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.1
9183.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.27
9184.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.55
9184.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,643.42
9186.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.71
9187.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.34
9187.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,365.64
9187.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.64
9187.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.82
9189.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.83
9189.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,508.48
9191.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.33
9191.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9193.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.14
9193.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,1053.31
9195.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.56
9195.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,297.34
9195.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,515.05
9195.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9196.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.28
9196.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.49
9197.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.2
9197.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.41
9198.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.52
9200.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.39
9201.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.01
9202.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,51.61
9204.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.73
9204.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,350.5
9204.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9204.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.0
9205.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.36
9205.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.3
9205.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9206.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.94
9207.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.14
9209.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.28
9210.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.69
9210.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.37
9211.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.64
9211.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,271.22
9212.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.72
9214.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.69
9214.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.25
9214.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.97
9215.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,72.49
9215.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,315.25
9215.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,513.98
9216.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.73
9216.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9217.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.73
9217.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9218.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.88
9218.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.18
9218.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1131.4
9218.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9218.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.74
9220.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.9
9222.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.38
9222.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.73
9223.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.07
9223.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.77
9225.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.27
9227.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.6
9227.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.96
9229.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.28
9229.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9231.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.58
9233.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.82
9235.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.98
9236.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.63
9236.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,537.04
9238.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.33
9239.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.48
9239.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.81
9241.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.71
9242.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.14
9243.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.01
9245.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,70.21
9245.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.39
9247.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.76
9247.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.4
9248.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.15
9248.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.04
9248.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,635.62
9249.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.45
9251.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.03
9251.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.87
9251.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1086.95
9253.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.92
9253.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,217.18
9254.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.23
9254.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9255.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.11
9256.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.55
9256.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.3
9257.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.93
9258.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.14
9258.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,467.88
9258.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.36
9259.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.48
9259.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,643.67
9261.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.4
9261.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,642.53
9262.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.26
9262.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.96
9262.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,505.81
9263.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.64
9264.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.53
9264.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,200.4
9266.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.51
9266.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.78
9266.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.0
9267.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.38
9267.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.1
9267.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.52
9267.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,51.18
9269.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.16
9270.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.07
9271.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.36
9271.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.75
9271.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1313.55
9271.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.15
9271.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,421.89
9273.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.55
9273.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,58.28
9274.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.05
9274.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.14
9276.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.11
9276.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.34
9278.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.82
9278.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.29
9279.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.65
9279.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.9
9279.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,510.47
9280.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.77
9280.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,81.6
9281.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.97
9283.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.79
9283.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9285.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.08
9285.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.58
9286.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.21
9287.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.09
9288.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.7
9288.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.3
9288.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,290.47
9290.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.28
9292.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.52
9293.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.27
9295.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.48
9297.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.95
9298.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.04
9298.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.65
9298.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9299.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.31
9300.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.08
9300.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.15
9301.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.43
9301.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.46
9301.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,273.11
9303.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.82
9303.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,955.43
9305.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.71
9307.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.03
9307.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9308.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.97
9309.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.27
9310.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.57
9311.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.54
9312.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,49.8
9312.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.98
9313.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.5
9315.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.14
9315.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,230.06
9316.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.17
9316.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.43
9318.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.13
9319.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.43
9319.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,413.57
9319.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9320.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.89
9320.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,77.2
9320.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,322.85
9321.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,47.97
9321.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,356.9
9323.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.97
9323.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
9324.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.53
9324.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,443.2
9324.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9326.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.58
9326.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,3697.01
9326.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9328.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.64
9330.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.56
9332.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.55
9332.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9334.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.57
9334.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,84.09
9336.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.45
9336.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.7
9338.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.45
9338.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,555.84
9338.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.68
9338.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.28
9338.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,316.04
9339.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.95
9339.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1031.64
9340.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.78
9340.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.39
9342.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.88
9342.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.78
9342.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.63
9342.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,688.28
9342.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9344.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.68
9346.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.62
9347.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.58
9348.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.28
9348.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,170.2
9349.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.33
9349.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,440.72
9351.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.99
9351.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.2
9351.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,365.33
9352.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.98
9352.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.37
9353.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.93
9355.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.71
9357.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.23
9357.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.25
9359.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.8
9359.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.87
9361.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.21
9361.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,76.68
9363.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.64
9364.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.23
9365.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.56
9366.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.11
9366.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,440.76
9366.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9367.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.02
9368.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.56
9368.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,83.4
9369.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.64
9371.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.22
9373.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.38
9373.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,351.87
9373.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9375.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.92
9375.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,71.05
9375.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9376.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.39
9377.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.81
9377.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,312.85
9377.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9378.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.89
9378.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,246.47
9378.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.77
9378.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.4
9378.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9379.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.81
9381.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.22
9381.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.89
9381.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,397.44
9382.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.02
9384.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.25
9386.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.32
9388.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.93
9390.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.89
9391.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,49.21
9392.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.51
9392.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.29
9394.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,72.22
9394.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,859.4
9395.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.63
9395.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,209.67
9395.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.79
9397.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.72
9398.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.59
9399.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.15
9399.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,211.5
9399.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,546.17
9401.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.1
9403.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.16
9403.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.17
9403.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.74
9403.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9405.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.65
9405.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9406.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.76
9407.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.64
9408.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.23
9408.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.91
9408.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,480.3
9410.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.94
9412.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.01
9412.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1115.82
